path,label
images/baklava/761239.jpg,1
images/bruschetta/2838855.jpg,5
images/caprese_salad/233624.jpg,8
images/cup_cakes/270340.jpg,18
images/chicken_wings/3471201.jpg,12
images/carrot_cake/3132527.jpg,9
images/french_fries/1564138.jpg,26
images/beef_carpaccio/3307811.jpg,2
images/creme_brulee/2527174.jpg,17
images/fish_and_chips/1123847.jpg,24
images/chocolate_cake/3726800.jpg,13
images/chicken_wings/3760875.jpg,12
images/beignets/76120.jpg,4
images/caprese_salad/2801846.jpg,8
images/eggs_benedict/348010.jpg,21
images/beignets/2639056.jpg,4
images/baklava/1772994.jpg,1
images/beignets/1138841.jpg,4
images/cheese_plate/625928.jpg,10
images/cheese_plate/131710.jpg,10
images/chocolate_cake/1432067.jpg,13
images/baklava/3137527.jpg,1
images/falafel/63071.jpg,23
images/cheese_plate/688432.jpg,10
images/apple_pie/2528236.jpg,0
images/chicken_wings/2877759.jpg,12
images/cannoli/3042490.jpg,7
images/chocolate_cake/3903548.jpg,13
images/chocolate_cake/3862373.jpg,13
images/eggs_benedict/396389.jpg,21
images/edamame/1963822.jpg,20
images/eggs_benedict/652716.jpg,21
images/edamame/3826167.jpg,20
images/fish_and_chips/3006202.jpg,24
images/falafel/2600944.jpg,23
images/cup_cakes/3294909.jpg,18
images/apple_pie/2038171.jpg,0
images/cup_cakes/1675591.jpg,18
images/churros/2055280.jpg,14
images/creme_brulee/3719325.jpg,17
images/edamame/704320.jpg,20
images/cheese_plate/1455917.jpg,10
images/foie_gras/2421959.jpg,25
images/beet_salad/1395142.jpg,3
images/apple_pie/2997124.jpg,0
images/escargots/1470318.jpg,22
images/apple_pie/770439.jpg,0
images/club_sandwich/1474776.jpg,15
images/falafel/476197.jpg,23
images/edamame/1382869.jpg,20
images/cheese_plate/1289201.jpg,10
images/edamame/771281.jpg,20
images/beignets/3873758.jpg,4
images/creme_brulee/2602463.jpg,17
images/caesar_salad/3500930.jpg,6
images/club_sandwich/1206547.jpg,15
images/carrot_cake/3066223.jpg,9
images/cheesecake/919611.jpg,11
images/apple_pie/2586042.jpg,0
images/crab_cakes/823084.jpg,16
images/foie_gras/1374901.jpg,25
images/french_fries/457240.jpg,26
images/falafel/335488.jpg,23
images/cannoli/2359520.jpg,7
images/beignets/1105707.jpg,4
images/beignets/92470.jpg,4
images/falafel/1898638.jpg,23
images/caprese_salad/138655.jpg,8
images/bruschetta/3129062.jpg,5
images/foie_gras/2394762.jpg,25
images/apple_pie/3589097.jpg,0
images/foie_gras/479540.jpg,25
images/french_fries/852271.jpg,26
images/french_fries/2991239.jpg,26
images/chicken_wings/272574.jpg,12
images/escargots/1917493.jpg,22
images/creme_brulee/3572672.jpg,17
images/donuts/2650557.jpg,19
images/falafel/195082.jpg,23
images/escargots/225454.jpg,22
images/bruschetta/2441138.jpg,5
images/cannoli/2799600.jpg,7
images/caprese_salad/1149550.jpg,8
images/cup_cakes/2671408.jpg,18
images/chocolate_cake/1566401.jpg,13
images/escargots/327227.jpg,22
images/falafel/1104779.jpg,23
images/fish_and_chips/917382.jpg,24
images/beef_carpaccio/2143361.jpg,2
images/creme_brulee/2381719.jpg,17
images/churros/2572334.jpg,14
images/edamame/2376736.jpg,20
images/chicken_wings/768630.jpg,12
images/chicken_wings/507190.jpg,12
images/creme_brulee/1123870.jpg,17
images/crab_cakes/279787.jpg,16
images/bruschetta/2361006.jpg,5
images/cup_cakes/546938.jpg,18
images/caesar_salad/3352158.jpg,6
images/eggs_benedict/3783081.jpg,21
images/chocolate_cake/3331427.jpg,13
images/cheesecake/42504.jpg,11
images/caesar_salad/1645599.jpg,6
images/crab_cakes/3036557.jpg,16
images/caesar_salad/3695417.jpg,6
images/foie_gras/2319402.jpg,25
images/eggs_benedict/3303156.jpg,21
images/beignets/599749.jpg,4
images/creme_brulee/1404125.jpg,17
images/creme_brulee/2488653.jpg,17
images/cheese_plate/1594017.jpg,10
images/churros/2698148.jpg,14
images/chocolate_cake/1404915.jpg,13
images/beignets/753053.jpg,4
images/caesar_salad/880468.jpg,6
images/donuts/1037309.jpg,19
images/baklava/120737.jpg,1
images/cannoli/1280865.jpg,7
images/cannoli/2894445.jpg,7
images/club_sandwich/127761.jpg,15
images/escargots/853109.jpg,22
images/eggs_benedict/3836203.jpg,21
images/baklava/2106469.jpg,1
images/beet_salad/478370.jpg,3
images/escargots/778446.jpg,22
images/cheese_plate/1067080.jpg,10
images/eggs_benedict/129124.jpg,21
images/escargots/1227951.jpg,22
images/beignets/2605237.jpg,4
images/bruschetta/1977770.jpg,5
images/edamame/77335.jpg,20
images/caprese_salad/3822195.jpg,8
images/cannoli/280289.jpg,7
images/escargots/3152938.jpg,22
images/eggs_benedict/1503646.jpg,21
images/beef_carpaccio/2568139.jpg,2
images/beignets/230470.jpg,4
images/french_fries/2624207.jpg,26
images/beef_carpaccio/1883082.jpg,2
images/chocolate_cake/1077967.jpg,13
images/beef_carpaccio/118171.jpg,2
images/french_fries/839871.jpg,26
images/apple_pie/2485958.jpg,0
images/caprese_salad/3429824.jpg,8
images/falafel/1776551.jpg,23
images/chocolate_cake/126340.jpg,13
images/beignets/332783.jpg,4
images/edamame/54477.jpg,20
images/bruschetta/3034672.jpg,5
images/falafel/213482.jpg,23
images/beef_carpaccio/639894.jpg,2
images/caesar_salad/1119963.jpg,6
images/falafel/2653623.jpg,23
images/fish_and_chips/2122729.jpg,24
images/edamame/999399.jpg,20
images/caesar_salad/1668134.jpg,6
images/edamame/2399955.jpg,20
images/fish_and_chips/1160116.jpg,24
images/crab_cakes/3507097.jpg,16
images/creme_brulee/1436655.jpg,17
images/donuts/3570357.jpg,19
images/cup_cakes/1441270.jpg,18
images/chicken_wings/1443659.jpg,12
images/bruschetta/1789208.jpg,5
images/cheesecake/1595163.jpg,11
images/apple_pie/2635983.jpg,0
images/escargots/3299869.jpg,22
images/bruschetta/2511782.jpg,5
images/edamame/3601153.jpg,20
images/beignets/1227944.jpg,4
images/cannoli/803995.jpg,7
images/apple_pie/871917.jpg,0
images/cannoli/2480726.jpg,7
images/caprese_salad/614569.jpg,8
images/cheese_plate/355471.jpg,10
images/fish_and_chips/3271369.jpg,24
images/donuts/2056206.jpg,19
images/club_sandwich/3673332.jpg,15
images/bruschetta/3807020.jpg,5
images/falafel/964477.jpg,23
images/creme_brulee/1773254.jpg,17
images/donuts/750287.jpg,19
images/cheese_plate/1330725.jpg,10
images/edamame/2975349.jpg,20
images/falafel/651881.jpg,23
images/cheese_plate/1361284.jpg,10
images/beet_salad/2339036.jpg,3
images/beignets/2542795.jpg,4
images/creme_brulee/2405262.jpg,17
images/apple_pie/3539782.jpg,0
images/cannoli/616682.jpg,7
images/bruschetta/2888806.jpg,5
images/fish_and_chips/26018.jpg,24
images/cheese_plate/890981.jpg,10
images/beet_salad/3301453.jpg,3
images/chicken_wings/1543000.jpg,12
images/chocolate_cake/149856.jpg,13
images/caprese_salad/1835569.jpg,8
images/cup_cakes/1756820.jpg,18
images/creme_brulee/1054619.jpg,17
images/edamame/1488097.jpg,20
images/beignets/2564579.jpg,4
images/beignets/3835027.jpg,4
images/chocolate_cake/3364401.jpg,13
images/caprese_salad/2791136.jpg,8
images/carrot_cake/1593186.jpg,9
images/bruschetta/3718167.jpg,5
images/club_sandwich/1352002.jpg,15
images/caprese_salad/3322036.jpg,8
images/cannoli/2937702.jpg,7
images/fish_and_chips/2691436.jpg,24
images/french_fries/2631590.jpg,26
images/beet_salad/2124493.jpg,3
images/club_sandwich/3543955.jpg,15
images/caprese_salad/3775049.jpg,8
images/cannoli/305563.jpg,7
images/cheesecake/1932889.jpg,11
images/churros/407236.jpg,14
images/churros/1977745.jpg,14
images/bruschetta/3579350.jpg,5
images/crab_cakes/495581.jpg,16
images/caprese_salad/2708782.jpg,8
images/carrot_cake/3776859.jpg,9
images/escargots/1093035.jpg,22
images/crab_cakes/1805680.jpg,16
images/falafel/3209357.jpg,23
images/eggs_benedict/94890.jpg,21
images/french_fries/57594.jpg,26
images/churros/2944975.jpg,14
images/beignets/1182467.jpg,4
images/caprese_salad/576207.jpg,8
images/apple_pie/937118.jpg,0
images/beet_salad/288746.jpg,3
images/apple_pie/2391509.jpg,0
images/fish_and_chips/639436.jpg,24
images/cup_cakes/3422551.jpg,18
images/baklava/1575932.jpg,1
images/creme_brulee/1139862.jpg,17
images/carrot_cake/1242217.jpg,9
images/cup_cakes/1573160.jpg,18
images/club_sandwich/3659549.jpg,15
images/cheese_plate/1310827.jpg,10
images/edamame/1413875.jpg,20
images/fish_and_chips/1979715.jpg,24
images/chocolate_cake/27058.jpg,13
images/baklava/3717652.jpg,1
images/eggs_benedict/111198.jpg,21
images/churros/1523501.jpg,14
images/beignets/652703.jpg,4
images/donuts/927248.jpg,19
images/donuts/2512529.jpg,19
images/creme_brulee/1121733.jpg,17
images/chicken_wings/1302619.jpg,12
images/cannoli/583049.jpg,7
images/fish_and_chips/2672110.jpg,24
images/foie_gras/108318.jpg,25
images/edamame/1641799.jpg,20
images/crab_cakes/2013933.jpg,16
images/baklava/2659433.jpg,1
images/beef_carpaccio/2506146.jpg,2
images/cheesecake/3220534.jpg,11
images/baklava/1281439.jpg,1
images/chocolate_cake/2696197.jpg,13
images/bruschetta/2115388.jpg,5
images/churros/2526456.jpg,14
images/crab_cakes/1645623.jpg,16
images/creme_brulee/1146373.jpg,17
images/beef_carpaccio/73102.jpg,2
images/cheesecake/2953772.jpg,11
images/chicken_wings/1022867.jpg,12
images/cannoli/1389241.jpg,7
images/creme_brulee/3451950.jpg,17
images/french_fries/1238390.jpg,26
images/crab_cakes/558363.jpg,16
images/escargots/2072800.jpg,22
images/foie_gras/53681.jpg,25
images/beef_carpaccio/248058.jpg,2
images/crab_cakes/655103.jpg,16
images/caprese_salad/489675.jpg,8
